run_id,kernel,load_type,pred_class,latency_ms,timestamp_us
55,vanilla,combined,1,2.502,1783388417651720
56,vanilla,combined,1,3.356,1783388417655473
57,vanilla,combined,1,2.285,1783388417658219
58,vanilla,combined,1,3.418,1783388417662028
59,vanilla,combined,1,2.095,1783388417664753
60,vanilla,combined,4,3.454,1783388417668640
61,vanilla,combined,1,2.685,1783388417671704
62,vanilla,combined,1,2.487,1783388417674583
63,vanilla,combined,1,3.163,1783388417678184
64,vanilla,combined,1,2.530,1783388417681109
65,vanilla,combined,1,2.819,1783388417684343
66,vanilla,combined,4,3.027,1783388417687762
67,vanilla,combined,1,2.065,1783388417690287
68,vanilla,combined,1,3.273,1783388417693966
69,vanilla,combined,1,3.183,1783388417697575
70,vanilla,combined,1,2.201,1783388417700155
71,vanilla,combined,1,2.104,1783388417702654
72,vanilla,combined,1,3.448,1783388417706493
73,vanilla,combined,1,3.559,1783388417710459
74,vanilla,combined,1,2.191,1783388417713054
75,vanilla,combined,1,2.784,1783388417716238
76,vanilla,combined,4,3.279,1783388417719902
77,vanilla,combined,1,2.388,1783388417722695
78,vanilla,combined,1,2.962,1783388417726050
79,vanilla,combined,1,2.949,1783388417729447
80,vanilla,combined,1,3.118,1783388417732958
81,vanilla,combined,1,2.541,1783388417735886
82,vanilla,combined,1,1.949,1783388417738323
83,vanilla,combined,1,3.341,1783388417742153
84,vanilla,combined,1,3.359,1783388417745924
85,vanilla,combined,1,2.351,1783388417748703
86,vanilla,combined,4,2.550,1783388417751672
87,vanilla,combined,1,3.347,1783388417755414
88,vanilla,combined,1,2.681,1783388417758482
89,vanilla,combined,4,2.953,1783388417761828
90,vanilla,combined,1,2.892,1783388417765099
91,vanilla,combined,1,2.791,1783388417768279
92,vanilla,combined,1,2.893,1783388417771553
93,vanilla,combined,1,2.079,1783388417774026
94,vanilla,combined,1,3.259,1783388417777761
95,vanilla,combined,1,3.287,1783388417781444
96,vanilla,combined,1,2.325,1783388417784165
97,vanilla,combined,1,2.120,1783388417786702
98,vanilla,combined,1,3.405,1783388417790508
99,vanilla,combined,1,3.343,1783388417794314
0,rt,idle,1,2.140,1783390409692074
1,rt,idle,1,1.950,1783390409694815
2,rt,idle,1,2.061,1783390409697377
3,rt,idle,1,1.973,1783390409699812
4,rt,idle,1,2.030,1783390409702322
5,rt,idle,1,2.101,1783390409704888
6,rt,idle,1,1.926,1783390409707290
7,rt,idle,1,1.968,1783390409709738
8,rt,idle,4,1.859,1783390409712021
9,rt,idle,1,1.971,1783390409714440
10,rt,idle,1,1.986,1783390409716879
11,rt,idle,1,1.928,1783390409719279
12,rt,idle,1,1.988,1783390409721745
13,rt,idle,1,1.902,1783390409724048
14,rt,idle,1,1.986,1783390409726515
15,rt,idle,1,1.933,1783390409728895
16,rt,idle,1,1.911,1783390409731363
17,rt,idle,1,1.988,1783390409733819
18,rt,idle,1,1.896,1783390409736160
19,rt,idle,1,1.943,1783390409738610
20,rt,idle,1,1.940,1783390409741034
21,rt,idle,1,1.888,1783390409743413
22,rt,idle,1,1.973,1783390409745834
23,rt,idle,1,1.973,1783390409748272
24,rt,idle,1,1.933,1783390409750686
25,rt,idle,1,1.938,1783390409753060
26,rt,idle,1,1.948,1783390409755498
27,rt,idle,1,1.951,1783390409757913
28,rt,idle,1,1.927,1783390409760305
29,rt,idle,1,1.921,1783390409762750
30,rt,idle,1,2.013,1783390409765193
31,rt,idle,1,1.918,1783390409767580
32,rt,idle,1,1.962,1783390409769993
33,rt,idle,1,1.903,1783390409772388
34,rt,idle,4,1.882,1783390409774774
35,rt,idle,1,1.982,1783390409777193
36,rt,idle,1,1.928,1783390409779604
37,rt,idle,1,2.024,1783390409782041
38,rt,idle,1,1.819,1783390409784331
39,rt,idle,1,1.921,1783390409786773
40,rt,idle,1,1.980,1783390409789184
41,rt,idle,1,1.924,1783390409791581
42,rt,idle,1,1.943,1783390409793952
43,rt,idle,1,1.931,1783390409796375
44,rt,idle,1,1.900,1783390409798777
45,rt,idle,1,1.984,1783390409801192
46,rt,idle,4,1.922,1783390409803582
47,rt,idle,1,1.974,1783390409806015
48,rt,idle,1,1.876,1783390409808383
49,rt,idle,1,1.919,1783390409810880
50,rt,idle,1,1.952,1783390409813363
51,rt,idle,4,1.898,1783390409815735
52,rt,idle,1,2.079,1783390409818259
53,rt,idle,1,1.885,1783390409820661
54,rt,idle,1,1.796,1783390409822820
55,rt,idle,1,1.869,1783390409825078
56,rt,idle,4,1.737,1783390409827180
57,rt,idle,1,1.751,1783390409829311
58,rt,idle,1,1.835,1783390409831524
59,rt,idle,1,1.937,1783390409833848
60,rt,idle,1,1.804,1783390409836013
61,rt,idle,1,1.853,1783390409838240
62,rt,idle,1,1.746,1783390409840365
63,rt,idle,1,1.715,1783390409842710
64,rt,idle,1,1.816,1783390409844884
65,rt,idle,1,1.713,1783390409847000
66,rt,idle,1,2.136,1783390409849552
67,rt,idle,1,1.900,1783390409851913
68,rt,idle,1,2.160,1783390409854564
69,rt,idle,1,2.013,1783390409857035
70,rt,idle,1,1.962,1783390409859512
71,rt,idle,1,2.105,1783390409862052
72,rt,idle,1,2.003,1783390409864650
73,rt,idle,1,1.977,1783390409867069
74,rt,idle,1,2.029,1783390409869634
75,rt,idle,1,2.010,1783390409872072
76,rt,idle,1,2.013,1783390409874621
77,rt,idle,1,2.000,1783390409877071
78,rt,idle,1,1.955,1783390409879557
79,rt,idle,1,2.000,1783390409882014
80,rt,idle,4,1.896,1783390409884509
81,rt,idle,1,1.992,1783390409886940
82,rt,idle,1,2.013,1783390409889438
83,rt,idle,1,1.962,1783390409891884
84,rt,idle,1,2.041,1783390409894409
85,rt,idle,4,2.022,1783390409896925
86,rt,idle,1,1.958,1783390409899397
87,rt,idle,1,1.991,1783390409901871
88,rt,idle,1,1.941,1783390409904310
89,rt,idle,4,1.977,1783390409906809
90,rt,idle,4,2.054,1783390409909333
91,rt,idle,1,1.990,1783390409911805
92,rt,idle,1,2.016,1783390409914307
93,rt,idle,1,2.046,1783390409916927
94,rt,idle,1,1.955,1783390409919365
95,rt,idle,1,2.003,1783390409921827
96,rt,idle,1,1.957,1783390409924270
97,rt,idle,1,1.897,1783390409926689
98,rt,idle,1,1.924,1783390409929050
99,rt,idle,1,1.847,1783390409931380
0,rt,cpu,1,4.508,1783390515572877
1,rt,cpu,1,3.351,1783390515576801
2,rt,cpu,1,3.288,1783390515580560
3,rt,cpu,1,3.435,1783390515584502
4,rt,cpu,1,3.602,1783390515588560
5,rt,cpu,1,3.257,1783390515592208
6,rt,cpu,1,3.116,1783390515595773
7,rt,cpu,1,3.337,1783390515599497
